 "tags","is_answered","view_count","answer_count","score","last_activity_date","creation_date","last_edit_date","question_id","content_license","link","title","body","code"
"['python'; 'json'; 'python-2.7']","True","755713","8","259","1625731477","1308316663","1598058098","6386308","CC BY-SA 4.0","https://stackoverflow.com/questions/6386308/http-requests-and-json-parsing-in-python","HTTP requests and JSON parsing in Python","I want to dynamically query Google Maps through the Google Directions API. As an example this request calculates the route from Chicago IL to Los Angeles CA via two waypoints in Joplin MO and Oklahoma City OK:http://maps.googleapis.com/maps/api/directions/json?origin=ChicagoIL&destination=Los+AngelesCA&waypoints=JoplinMO|Oklahoma+CityOK&sensor=falseIt returns a result in the JSON format.How can I do this in Python? I want to send such a request receive the result and parse it.","[]"
"['python'; 'pandas'; 'dataframe'; 'indexing'; 'chained-assignment']","True","51551","2","158","1633587479","1398437047","1580349632","23296282","CC BY-SA 4.0","https://stackoverflow.com/questions/23296282/what-rules-does-pandas-use-to-generate-a-view-vs-a-copy","What rules does Pandas use to generate a view vs a copy?","I'm confused about the rules Pandas uses when deciding that a selection from a dataframe is a copy of the original dataframe or a view on the original.If I have for exampledf = pd.DataFrame(np.random.randn(88) columns=list('ABCDEFGH') index=range(19))I understand that a query returns a copy so that something likefoo = df.query('2 < index <= 5')foo.loc[:'E'] = 40will have no effect on the original dataframe df. I also understand that scalar or named slices return a view so that assignments to these such as df.iloc[3] = 70or df.ix[1'B':'E'] = 222will change df. But I'm lost when it comes to more complicated cases. For example df[df.C <= df.B] = 7654321changes df butdf[df.C <= df.B].ix[:'B':'E']does not.Is there a simple rule that Pandas is using that I'm just missing? What's going on in these specific cases; and in particular how do I change all values (or a subset of values) in a dataframe that satisfy a particular query (as I'm attempting to do in the last example above)?Note: This is not the same as this question; and I have read the documentation but am not enlightened by it. I've also read through the Related questions on this topic but I'm still missing the simple rule Pandas is using and how I'd apply it to — for example — modify the values (or a subset of values) in a dataframe that satisfy a particular query.","[<code>df=pd.DataFrame(np.random.randn(88)columns=list('ABCDEFGH')index=range(19))</code><code>query</code><code>foo=df.query('2&ltindex&lt=5')foo.loc[:'E']=40</code><code>df</code><code>df.iloc[3]=70</code><code>df.ix[1'B':'E']=222</code><code>df</code><code>df[df.C&lt=df.B]=7654321</code><code>df</code><code>df[df.C&lt=df.B].ix[:'B':'E']</code>]"
"['python'; 'geocoding'; 'geo'; 'geography']","True","365686","8","236","1648820488","1381952988","1488488628","19412462","CC BY-SA 3.0","https://stackoverflow.com/questions/19412462/getting-distance-between-two-points-based-on-latitude-longitude","Getting distance between two points based on latitude/longitude","I tried implementing this formula: http://andrew.hedges.name/experiments/haversine/The aplet does good for the two points I am testing:Yet my code is not working.from math import sin cos sqrt atan2R = 6373.0lat1 = 52.2296756lon1 = 21.0122287lat2 = 52.406374lon2 = 16.9251681dlon = lon2 - lon1dlat = lat2 - lat1a = (sin(dlat/2))**2 + cos(lat1) * cos(lat2) * (sin(dlon/2))**2c = 2 * atan2(sqrt(a) sqrt(1-a))distance = R * cprint Result distanceprint Should be 278.546The distance it returns is 5447.05546147. Why?","[<code>frommathimportsincossqrtatan2R=6373.0lat1=52.2296756lon1=21.0122287lat2=52.406374lon2=16.9251681dlon=lon2-lon1dlat=lat2-lat1a=(sin(dlat/2))**2+cos(lat1)*cos(lat2)*(sin(dlon/2))**2c=2*atan2(sqrt(a)sqrt(1-a))distance=R*cprintResultdistanceprintShouldbe278.546</code>]"
"['python'; 'encryption'; 'passwords']","True","292495","20","168","1643449936","1269238984","1553016659","2490334","CC BY-SA 4.0","https://stackoverflow.com/questions/2490334/simple-way-to-encode-a-string-according-to-a-password","Simple way to encode a string according to a password?","Does Python have a built-in simple way of encoding/decoding strings using a password?Something like this:>>> encode('John Doe' password = 'mypass')'sjkl28cn2sx0'>>> decode('sjkl28cn2sx0' password = 'mypass')'John Doe'So the string John Doe gets encrypted as 'sjkl28cn2sx0'. To get the original string I would unlock that string with the key 'mypass' which is a password in my source code. I'd like this to be the way I can encrypt/decrypt a Word document with a password.I would like to use these encrypted strings as URL parameters. My goal is obfuscation not strong security; nothing mission critical is being encoded. I realize I could use a database table to store keys and values but am trying to be minimalist.","[<code>encode('JohnDoe'password='mypass')'sjkl28cn2sx0'decode('sjkl28cn2sx0'password='mypass')'JohnDoe'</code>]"
"['python'; 'matplotlib']","True","158111","5","122","1540026739","1327173073","1487067051","8955869","CC BY-SA 3.0","https://stackoverflow.com/questions/8955869/why-is-plotting-with-matplotlib-so-slow","why is plotting with Matplotlib so slow?","I'm currently evaluating different python plotting libraries. Right now I'm trying matplotlib and I'm quite disappointed with the performance. The following example is modified from SciPy examples and gives me only ~ 8 frames per second!Any ways of speeding this up or should I pick a different plotting library? from pylab import *import timeion()fig = figure()ax1 = fig.add_subplot(611)ax2 = fig.add_subplot(612)ax3 = fig.add_subplot(613)ax4 = fig.add_subplot(614)ax5 = fig.add_subplot(615)ax6 = fig.add_subplot(616)x = arange(02*pi0.01)y = sin(x)line1 = ax1.plot(x y 'r-')line2 = ax2.plot(x y 'g-')line3 = ax3.plot(x y 'y-')line4 = ax4.plot(x y 'm-')line5 = ax5.plot(x y 'k-')line6 = ax6.plot(x y 'p-')# turn off interactive plotting - speeds things up by 1 Frame / secondplt.ioff()tstart = time.time()               # for profilingfor i in arange(1 200):    line1.set_ydata(sin(x+i/10.0))  # update the data    line2.set_ydata(sin(2*x+i/10.0))    line3.set_ydata(sin(3*x+i/10.0))    line4.set_ydata(sin(4*x+i/10.0))    line5.set_ydata(sin(5*x+i/10.0))    line6.set_ydata(sin(6*x+i/10.0))    draw()                         # redraw the canvasprint 'FPS:'  200/(time.time()-tstart)","[<code>frompylabimport*importtimeion()fig=figure()ax1=fig.add_subplot(611)ax2=fig.add_subplot(612)ax3=fig.add_subplot(613)ax4=fig.add_subplot(614)ax5=fig.add_subplot(615)ax6=fig.add_subplot(616)x=arange(02*pi0.01)y=sin(x)line1=ax1.plot(xy'r-')line2=ax2.plot(xy'g-')line3=ax3.plot(xy'y-')line4=ax4.plot(xy'm-')line5=ax5.plot(xy'k-')line6=ax6.plot(xy'p-')#turnoffinteractiveplotting-speedsthingsupby1Frame/secondplt.ioff()tstart=time.time()#forprofilingforiinarange(1200):line1.set_ydata(sin(x+i/10.0))#updatethedataline2.set_ydata(sin(2*x+i/10.0))line3.set_ydata(sin(3*x+i/10.0))line4.set_ydata(sin(4*x+i/10.0))line5.set_ydata(sin(5*x+i/10.0))line6.set_ydata(sin(6*x+i/10.0))draw()#redrawthecanvasprint'FPS:'200/(time.time()-tstart)</code>]"
"['python'; 'ubuntu'; 'eventlet']","True","604231","18","237","1632165366","1340082731","1346948084","11094718","CC BY-SA 3.0","https://stackoverflow.com/questions/11094718/error-command-gcc-failed-with-exit-status-1-while-installing-eventlet","error: command 'gcc' failed with exit status 1 while installing eventlet","I wanted to install eventlet on my system in order to have Herd for software deployment.. but the terminal is showing a gcc error:  root@agrover-OptiPlex-780:~# easy_install -U eventlet  Searching for eventlet  Reading http://pypi.python.org/simple/eventlet/  Reading http://wiki.secondlife.com/wiki/Eventlet  Reading http://eventlet.net   Best match: eventlet 0.9.16    Processing eventlet-0.9.16-py2.7.egg    eventlet 0.9.16 is already the active version in easy-install.pth   Using /usr/local/lib/python2.7/dist-packages/eventlet-0.9.16-py2.7.egg Processing dependencies for eventlet Searching for greenlet>=0.3Reading http://pypi.python.org/simple/greenlet/Reading https://github.com/python-greenlet/greenletReading http://bitbucket.org/ambroff/greenletBest match: greenlet 0.3.4Downloading http://pypi.python.org/packages/source/g/greenlet/greenlet-   0.3.4.zip#md5=530a69acebbb0d66eb5abd83523d8272Processing greenlet-0.3.4.zipWriting /tmp/easy_install-_aeHYm/greenlet-0.3.4/setup.cfgRunning greenlet-0.3.4/setup.py -q bdist_egg --dist-dir /tmp/easy_install-_aeHYm/greenlet-0.3.4/egg-dist-tmp-t9_gbWIn file included from greenlet.c:5:0:greenlet.h:8:20: fatal error: Python.h: No such file or directorycompilation terminated.error: Setup script exited with error: command 'gcc' failed with exit status 1`Why can't Python.h be found?","[<code>eventlet</code><code>root@agrover-OptiPlex-780:~#easy_install-UeventletSearchingforeventletReadinghttp://pypi.python.org/simple/eventlet/Readinghttp://wiki.secondlife.com/wiki/EventletReadinghttp://eventlet.netBestmatch:eventlet0.9.16Processingeventlet-0.9.16-py2.7.eggeventlet0.9.16isalreadytheactiveversionineasy-install.pthUsing/usr/local/lib/python2.7/dist-packages/eventlet-0.9.16-py2.7.eggProcessingdependenciesforeventletSearchingforgreenlet=0.3Readinghttp://pypi.python.org/simple/greenlet/Readinghttps://github.com/python-greenlet/greenletReadinghttp://bitbucket.org/ambroff/greenletBestmatch:greenlet0.3.4Downloadinghttp://pypi.python.org/packages/source/g/greenlet/greenlet-0.3.4.zip#md5=530a69acebbb0d66eb5abd83523d8272Processinggreenlet-0.3.4.zipWriting/tmp/easy_install-_aeHYm/greenlet-0.3.4/setup.cfgRunninggreenlet-0.3.4/setup.py-qbdist_egg--dist-dir/tmp/easy_install-_aeHYm/greenlet-0.3.4/egg-dist-tmp-t9_gbWInfileincludedfromgreenlet.c:5:0:greenlet.h:8:20:fatalerror:Python.h:Nosuchfileordirectorycompilationterminated.error:Setupscriptexitedwitherror:command'gcc'failedwithexitstatus1`</code><code>Python.h</code>]"
"['python'; 'pandas']","True","300683","15","235","1638357158","1361375357","1361382839","14984119","CC BY-SA 3.0","https://stackoverflow.com/questions/14984119/python-pandas-remove-duplicate-columns","python pandas remove duplicate columns","What is the easiest way to remove duplicate columns from a dataframe?I am reading a text file that has duplicate columns via:import pandas as pddf=pd.read_table(fname)The column names are:Time Time Relative N2 Time Time Relative H2 etc...All the Time and Time Relative columns contain the same data. I want:Time Time Relative N2 H2All my attempts at dropping deleting etc  such as:df=df.T.drop_duplicates().TResult in uniquely valued index errors:Reindexing only valid with uniquely valued index objectsSorry for being a Pandas noob. Any Suggestions would be appreciated.Additional DetailsPandas version: 0.9.0Python Version: 2.7.3Windows 7(installed via Pythonxy 2.7.3.0)data file (note: in the real file columns are separated by tabs here they are separated by 4 spaces):Time    Time Relative [s]    N2[%]    Time    Time Relative [s]    H2[ppm]2/12/2013 9:20:55 AM    6.177    9.99268e+001    2/12/2013 9:20:55 AM    6.177    3.216293e-005    2/12/2013 9:21:06 AM    17.689    9.99296e+001    2/12/2013 9:21:06 AM    17.689    3.841667e-005    2/12/2013 9:21:18 AM    29.186    9.992954e+001    2/12/2013 9:21:18 AM    29.186    3.880365e-005    ... etc ...2/12/2013 2:12:44 PM    17515.269    9.991756+001    2/12/2013 2:12:44 PM    17515.269    2.800279e-005    2/12/2013 2:12:55 PM    17526.769    9.991754e+001    2/12/2013 2:12:55 PM    17526.769    2.880386e-0052/12/2013 2:13:07 PM    17538.273    9.991797e+001    2/12/2013 2:13:07 PM    17538.273    3.131447e-005","[<code>importpandasaspddf=pd.read_table(fname)</code><code>TimeTimeRelativeN2TimeTimeRelativeH2etc...</code><code>TimeTimeRelativeN2H2</code><code>df=df.T.drop_duplicates().T</code><code>Reindexingonlyvalidwithuniquelyvaluedindexobjects</code><code>TimeTimeRelative[s]N2[%]TimeTimeRelative[s]H2[ppm]2/12/20139:20:55AM6.1779.99268e+0012/12/20139:20:55AM6.1773.216293e-0052/12/20139:21:06AM17.6899.99296e+0012/12/20139:21:06AM17.6893.841667e-0052/12/20139:21:18AM29.1869.992954e+0012/12/20139:21:18AM29.1863.880365e-005...etc...2/12/20132:12:44PM17515.2699.991756+0012/12/20132:12:44PM17515.2692.800279e-0052/12/20132:12:55PM17526.7699.991754e+0012/12/20132:12:55PM17526.7692.880386e-0052/12/20132:13:07PM17538.2739.991797e+0012/12/20132:13:07PM17538.2733.131447e-005</code>]"
"['python'; 'namespaces'; 'package']","True","71325","5","154","1548030315","1257359230","1257473335","1675734","CC BY-SA 2.5","https://stackoverflow.com/questions/1675734/how-do-i-create-a-namespace-package-in-python","How do I create a namespace package in Python?","In Python a namespace package allows you to spread Python code among several projects. This is useful when you want to release related libraries as separate downloads. For example with the directories Package-1 and Package-2 in PYTHONPATHPackage-1/namespace/__init__.pyPackage-1/namespace/module1/__init__.pyPackage-2/namespace/__init__.pyPackage-2/namespace/module2/__init__.pythe end-user can import namespace.module1 and import namespace.module2.What's the best way to define a namespace package so more than one Python product can define modules in that namespace?","[<code>Package-1</code><code>Package-2</code><code>PYTHONPATH</code><code>Package-1/namespace/__init__.pyPackage-1/namespace/module1/__init__.pyPackage-2/namespace/__init__.pyPackage-2/namespace/module2/__init__.py</code><code>importnamespace.module1</code><code>importnamespace.module2</code>]"
"['python'; 'file'; 'file-io']","True","361576","4","305","1642663411","1310378366","1540586348","6648493","CC BY-SA 4.0","https://stackoverflow.com/questions/6648493/how-to-open-a-file-for-both-reading-and-writing","How to open a file for both reading and writing?","Is there a way to open a file for both reading and writing?As a workaround I open the file for writing close it then open it again for reading. But is there a way to open a file for both reading and writing?","[]"
"['python'; 'flask'; 'query-string']","True","490321","12","563","1637116233","1343898280","1618914887","11774265","CC BY-SA 4.0","https://stackoverflow.com/questions/11774265/how-do-you-access-the-query-string-in-flask-routes","How do you access the query string in Flask routes?","How do you access query parameters or the query string in Flask routes? It's not obvious from the Flask documentation.The example route /data below illustrates the context that I would like to access that data. If someone requests something like example.com/data?abc=123 I would like access to the string ?abc=123 or to be able to retrieve the value of parameters like abc.@app.route(/data)def data():    # query_string = ???    return render_template(data.html)","[<code>/data</code><code>example.com/data?abc=123</code><code>?abc=123</code><code>abc</code><code>@app.route(/data)defdata():#query_string=???returnrender_template(data.html)</code>]"
"['python'; 'multithreading'; 'pyqt']","True","52635","7","131","1586514544","1256054059","1495541398","1595649","CC BY-SA 3.0","https://stackoverflow.com/questions/1595649/threading-in-a-pyqt-application-use-qt-threads-or-python-threads","Threading in a PyQt application: Use Qt threads or Python threads?","I'm writing a GUI application that regularly retrieves data through a web connection. Since this retrieval takes a while this causes the UI to be unresponsive during the retrieval process (it cannot be split into smaller parts). This is why I'd like to outsource the web connection to a separate worker thread.[Yes I know now I have two problems.]Anyway the application uses PyQt4 so I'd like to know what the better choice is: Use Qt's threads or use the Python threading module? What are advantages / disadvantages of each? Or do you have a totally different suggestion?Edit (re bounty): While the solution in my particular case will probably be using a non-blocking network request like Jeff Ober and Lukáš Lalinský suggested (so basically leaving the concurrency problems to the networking implementation) I'd still like a more in-depth answer to the general question:What are advantages and disadvantages of using PyQt4's (i.e. Qt's) threads over native Python threads (from the threading module)?Edit 2: Thanks all for you answers. Although there's no 100% agreement there seems to be widespread consensus that the answer is use Qt since the advantage of that is integration with the rest of the library while causing no real disadvantages.For anyone looking to choose between the two threading implementations I highly recommend they read all the answers provided here including the PyQt mailing list thread that abbot links to.There were several answers I considered for the bounty; in the end I chose abbot's for the very relevant external reference; it was however a close call.Thanks again.","[<code>threading</code><code>threading</code>]"
"['python'; 'flask'; 'ip-address'; 'werkzeug']","True","241550","12","290","1645673465","1285069777","1548434566","3759981","CC BY-SA 4.0","https://stackoverflow.com/questions/3759981/get-ip-address-of-visitors-using-flask-for-python","Get IP address of visitors using Flask for Python","I'm making a website where users can log on and download files using the Flask micro-framework (based on Werkzeug) which uses Python (2.6 in my case).I need to get the IP address of users when they log on (for logging purposes). Does anyone know how to do this? Surely there is a way to do it with Python?","[]"
"['python'; 'csv'; 'append'; 'writer']","True","590806","8","271","1642419554","1267539813","1444137772","2363731","CC BY-SA 3.0","https://stackoverflow.com/questions/2363731/append-new-row-to-old-csv-file-python","append new row to old csv file python","I am trying to add a new row to my old csv file. Basically it gets updated each time I run the Python script. Right now I am storing the old csv rows values in a list and then deleting the csv file and creating it again with the new list value.Wanted to know are there any better ways of doing this.","[]"
"['python'; 'pandas']","True","556165","8","287","1586997851","1371835525","1559964151","17241004","","https://stackoverflow.com/questions/17241004/how-do-i-convert-a-pandas-series-or-index-to-a-numpy-array","How do I convert a pandas Series or index to a Numpy array?","Do you know how to get the index or column of a DataFrame as a NumPy array or python list? ","[]"
"['python'; 'beautifulsoup']","True","215839","5","118","1614048810","1398817078","1483390680","23377533","CC BY-SA 3.0","https://stackoverflow.com/questions/23377533/python-beautifulsoup-parsing-table","python BeautifulSoup parsing table","I'm learning python requests and BeautifulSoup.  For an exercise I've chosen to write a quick NYC parking ticket parser.  I am able to get an html response which is quite ugly.  I need to grab the lineItemsTable and parse all the tickets.You can reproduce the page by going here: https://paydirect.link2gov.com/NYCParking-Plate/ItemSearch and entering a NY plate T630134Csoup = BeautifulSoup(plateRequest.text)#print(soup.prettify())#print soup.find_all('tr')table = soup.find(table { class : lineItemsTable })for row in table.findAll(tr):    cells = row.findAll(td)    print cellsCan someone please help me out?  Simple looking for all tr does not get me anywhere.","[<code>requests</code><code>lineItemsTable</code><code>https://paydirect.link2gov.com/NYCParking-Plate/ItemSearch</code><code>NY</code><code>T630134C</code><code>soup=BeautifulSoup(plateRequest.text)#print(soup.prettify())#printsoup.find_all('tr')table=soup.find(table{class:lineItemsTable})forrowintable.findAll(tr):cells=row.findAll(td)printcells</code><code>tr</code>]"
"['python'; 'regex'; 'google-app-engine']","True","112348","12","102","1594366875","1241570430","1391369689","827557","CC BY-SA 3.0","https://stackoverflow.com/questions/827557/how-do-you-validate-a-url-with-a-regular-expression-in-python","How do you validate a URL with a regular expression in Python?","I'm building an app on Google App Engine. I'm incredibly new to Python and have been beating my head against the following problem for the past 3 days.I have a class to represent an RSS Feed and in this class I have a method called setUrl. Input to this method is a URL. I'm trying to use the re python module to validate off of the RFC 3986 Reg-ex (http://www.ietf.org/rfc/rfc3986.txt)Below is a snipped which should work? p = re.compile('^(([^:/?#]+):)?(//([^/?#]*))?([^?#]*)(\?([^#]*))?(#(.*))?')m = p.match(url)if m:  self.url = url  return url","[<code>p=re.compile('^(([^:/?#]+):)?(//([^/?#]*))?([^?#]*)(\?([^#]*))?(#(.*))?')m=p.match(url)ifm:self.url=urlreturnurl</code>]"
"['python']","True","201895","4","167","1516561947","1370413061","1516561947","16932825","CC BY-SA 3.0","https://stackoverflow.com/questions/16932825/why-cant-non-default-arguments-follow-default-arguments","Why can't non-default arguments follow default arguments?","Why does this piece of code throw a SyntaxError?  >>> def fun1(a=who is you b=True x y):...     print abxy...   File <stdin> line 1SyntaxError: non-default argument follows default argumentWhile the following piece of code runs without visible errors:>>> def fun1(x y a=who is you b=True):...     print abxy... ","[<code>deffun1(a=whoisyoub=Truexy):...printabxy...File&ltstdinline1SyntaxError:non-defaultargumentfollowsdefaultargument</code><code>deffun1(xya=whoisyoub=True):...printabxy...</code>]"
"['python'; 'python-2.7'; 'readline']","True","452949","11","323","1510149150","1362514939","1510149150","15233340","","https://stackoverflow.com/questions/15233340/getting-rid-of-n-when-using-readlines","Getting rid of \n when using .readlines()","I have a .txt file with values in it.The values are listed like so:Value1Value2Value3Value4My goal is to put the values in a list. When I do so the list looks like this:['Value1\n' 'Value2\n' ...]The \n is not needed.Here is my code:t = open('filename.txt' 'r+w')contents = t.readline()alist = []for i in contents:    alist.append(i)","[<code>Value1Value2Value3Value4</code><code>['Value1\n''Value2\n'...]</code><code>\n</code><code>t=open('filename.txt''r+w')contents=t.readline()alist=[]foriincontents:alist.append(i)</code>]"
"['python'; 'linux'; 'tkinter'; 'installation']","True","809955","23","329","1649182695","1295883396","1585551311","4783810","CC BY-SA 4.0","https://stackoverflow.com/questions/4783810/install-tkinter-for-python","Install tkinter for Python","I am trying to import Tkinter. However I get an error stating that Tkinter has not been installed:ImportError: No module named _tkinter please install the python-tk packageI could probably install it using synaptic manager (can I?) however I would have to install it on every machine I program on. Would it be possible to add the Tkinter library into my workspace and reference it from there?","[<code>importTkinter</code><code>Tkinter</code><code>ImportError:Nomodulenamed_tkinterpleaseinstallthepython-tkpackage</code>]"
"['python'; 'validation'; 'networking'; 'ip-address']","True","300388","11","173","1621677340","1227656445","1227656521","319279","","https://stackoverflow.com/questions/319279/how-to-validate-ip-address-in-python","How to validate IP address in Python?","What's the best way to validate that an IP entered by the user is valid?  It comes in as a string.","[]"
"['javascript'; 'python'; 'flask'; 'jinja2']","True","223057","10","152","1643215293","1340549439","1454440566","11178426","CC BY-SA 3.0","https://stackoverflow.com/questions/11178426/how-can-i-pass-data-from-flask-to-javascript-in-a-template","How can I pass data from Flask to JavaScript in a template?","My app makes a call to an API that returns a  dictionary. I want to pass information from this dict to JavaScript in the view. I am using the Google Maps API in the JS specifically so I'd like to pass it a list of tuples with the long/lat information. I know that render_template will pass these variables to the view so they can be used in HTML but how could I pass them to JavaScript in the template? from flask import Flaskfrom flask import render_templateapp = Flask(__name__)import foo_apiapi = foo_api.API('API KEY')@app.route('/')def get_data():    events = api.call(get_event arg0 arg1)    geocode = event['latitude'] event['longitude']    return render_template('get_data.html' geocode=geocode)","[<code>render_template</code><code>fromflaskimportFlaskfromflaskimportrender_templateapp=Flask(__name__)importfoo_apiapi=foo_api.API('APIKEY')@app.route('/')defget_data():events=api.call(get_eventarg0arg1)geocode=event['latitude']event['longitude']returnrender_template('get_data.html'geocode=geocode)</code>]"
"['python'; 'list'; 'dictionary'; 'key']","True","336052","11","225","1639757149","1377553538","1639757149","18453566","CC BY-SA 4.0","https://stackoverflow.com/questions/18453566/dictionary-get-list-of-values-for-list-of-keys","Dictionary: Get list of values for list of keys","Is there a built-in/quick way to use a list of keys to a dictionary to get a list of corresponding items?For instance I have:>>> mydict = {'one': 1 'two': 2 'three': 3}>>> mykeys = ['three' 'one']How can I use mykeys to get the corresponding values in the dictionary as a list?>>> mydict.WHAT_GOES_HERE(mykeys)[3 1]","[<code>mydict={'one':1'two':2'three':3}mykeys=['three''one']</code><code>mykeys</code><code>mydict.WHAT_GOES_HERE(mykeys)[31]</code>]"
"['python'; 'python-2.7'; 'pelican']","True","90136","6","157","1557836804","1384366250","","19961239","CC BY-SA 3.0","https://stackoverflow.com/questions/19961239/pelican-3-3-pelican-quickstart-error-valueerror-unknown-locale-utf-8","Pelican 3.3 pelican-quickstart error ValueError: unknown locale: UTF-8","When I was trying to use pelican3.3 I typed the commend pelican-quickstart some errors showed up.These are the errors:(PelicanEnv)59-127-113-90:myblog Richo$ pelican-quickstartTraceback (most recent call last):  File /Users/Richo/Dropbox/Github/PelicanEnv/bin/pelican-quickstart line 9 in <module>    load_entry_point('pelican==3.3' 'console_scripts' 'pelican-quickstart')()  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pkg_resources.py line 378 in load_entry_point    return get_distribution(dist).load_entry_point(group name)  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pkg_resources.py line 2566 in load_entry_point    return ep.load()  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pkg_resources.py line 2260 in load    entry = __import__(self.module_name globals()globals() ['__name__'])  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pelican/__init__.py line 16 in <module>    from pelican.generators import (ArticlesGenerator PagesGenerator  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pelican/generators.py line 20 in <module>    from pelican.readers import Readers  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pelican/readers.py line 11 in <module>    import docutils.core  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/core.py line 20 in <module>    from docutils import frontend io utils readers writers  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/frontend.py line 41 in <module>    import docutils.utils  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/utils/__init__.py line 20 in <module>    import docutils.io  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/io.py line 18 in <module>    from docutils.utils.error_reporting import locale_encoding ErrorString ErrorOutput  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/utils/error_reporting.py line 47 in <module>    locale_encoding = locale.getlocale()[1] or locale.getdefaultlocale()[1]  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/locale.py line 513 in getdefaultlocale    return _parse_localename(localename)  File /Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/locale.py line 445 in _parse_localename    raise ValueError 'unknown locale: %s' % localenameValueError: unknown locale: UTF-8My OS is OS X Mavericks.","[<code>(PelicanEnv)59-127-113-90:myblogRicho$pelican-quickstartTraceback(mostrecentcalllast):File/Users/Richo/Dropbox/Github/PelicanEnv/bin/pelican-quickstartline9in&ltmoduleload_entry_point('pelican==3.3''console_scripts''pelican-quickstart')()File/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pkg_resources.pyline378inload_entry_pointreturnget_distribution(dist).load_entry_point(groupname)File/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pkg_resources.pyline2566inload_entry_pointreturnep.load()File/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pkg_resources.pyline2260inloadentry=__import__(self.module_nameglobals()globals()['__name__'])File/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pelican/__init__.pyline16in&ltmodulefrompelican.generatorsimport(ArticlesGeneratorPagesGeneratorFile/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pelican/generators.pyline20in&ltmodulefrompelican.readersimportReadersFile/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/pelican/readers.pyline11in&ltmoduleimportdocutils.coreFile/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/core.pyline20in&ltmodulefromdocutilsimportfrontendioutilsreaderswritersFile/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/frontend.pyline41in&ltmoduleimportdocutils.utilsFile/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/utils/__init__.pyline20in&ltmoduleimportdocutils.ioFile/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/io.pyline18in&ltmodulefromdocutils.utils.error_reportingimportlocale_encodingErrorStringErrorOutputFile/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/site-packages/docutils/utils/error_reporting.pyline47in&ltmodulelocale_encoding=locale.getlocale()[1]orlocale.getdefaultlocale()[1]File/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/locale.pyline513ingetdefaultlocalereturn_parse_localename(localename)File/Users/Richo/Dropbox/Github/PelicanEnv/lib/python2.7/locale.pyline445in_parse_localenameraiseValueError'unknownlocale:%s'%localenameValueError:unknownlocale:UTF-8</code>]"
"['python'; 'asynchronous'; 'subprocess'; 'scheduler']","True","180256","10","150","1637224778","1236808902","1495535497","636561","CC BY-SA 3.0","https://stackoverflow.com/questions/636561/how-can-i-run-an-external-command-asynchronously-from-python","How can I run an external command asynchronously from Python?","I need to run a shell command asynchronously from a Python script. By this I mean that I want my Python script to continue running while the external command goes off and does whatever it needs to do.I read this post: Calling an external command in Python I then went off and did some testing and it looks like os.system() will do the job provided that I use & at the end of the command so that I don't have to wait for it to return. What I am wondering is if this is the proper way to accomplish such a thing? I tried commands.call() but it will not work for me because it blocks on the external command.Please let me know if using os.system() for this is advisable or if I should try some other route.","[<code>os.system()</code><code>&amp</code><code>commands.call()</code><code>os.system()</code>]"
